17;42;54;24.31
17;43;28;24.31
17;44;02;24.19
17;44;36;24.19
17;45;10;24.25
17;45;44;24.25
17;46;18;24.25
17;46;52;24.19
17;47;26;24.19
17;47;59;24.19
17;48;33;24.19
17;49;07;24.25
17;49;41;24.25
17;50;15;24.13
17;50;49;24.06
17;51;22;23.88
17;51;56;23.69
17;52;30;23.69
17;53;04;23.56
17;53;38;23.56
17;54;12;23.63
17;54;46;23.56
17;55;19;23.63
17;55;53;23.69
17;56;27;23.69
17;57;01;23.63
17;57;35;23.63
17;58;09;23.69
17;58;43;23.81
17;59;16;23.88
17;59;50;23.94
18;00;24;23.94
18;00;58;23.94
18;01;32;23.94
18;02;06;23.88
18;02;40;23.94
18;03;13;24.06
18;03;47;24.00
18;04;21;24.00
18;04;55;24.25
18;05;29;24.25
18;06;03;24.38
18;06;37;24.56
18;07;11;24.94
18;07;44;25.13
18;08;18;25.38
18;08;52;25.56
18;09;26;25.75
18;10;00;25.69
18;10;34;25.81
18;11;08;26.06
18;11;42;26.44
18;12;16;26.44
18;12;49;26.31
18;13;23;26.06
18;13;57;25.75
18;14;31;25.44
18;15;05;25.50
18;15;39;25.63
18;16;13;25.88
18;16;47;25.94
18;17;21;26.00
18;17;55;25.94
18;18;28;25.69
18;19;02;25.69
18;19;36;25.63
18;20;10;25.44
18;20;44;25.13
18;21;18;24.88
18;21;51;24.63
18;22;25;24.56
18;22;59;24.38
