17;42;36;25.48
17;43;10;25.53
17;43;44;25.61
17;44;18;25.67
17;44;51;25.72
17;45;25;25.73
17;45;59;25.66
17;46;33;25.62
17;47;07;25.61
17;47;41;25.61
17;48;14;25.52
17;48;48;25.45
17;49;22;25.41
17;49;56;25.41
17;50;30;25.42
17;51;04;25.41
17;51;38;25.37
17;52;12;25.36
17;52;46;25.31
17;53;19;25.28
17;53;53;25.26
17;54;27;25.29
17;55;01;25.27
17;55;35;25.29
17;56;09;25.27
17;56;43;25.24
17;57;17;25.22
17;57;51;25.22
17;58;24;25.17
17;58;57;25.18
17;59;31;25.17
18;00;05;25.20
18;00;39;25.17
18;01;13;25.19
18;01;47;25.18
18;02;21;25.18
18;02;55;25.14
18;03;28;25.09
18;04;02;25.02
18;04;36;25.00
18;05;09;25.01
18;05;43;24.98
18;06;17;24.97
18;06;51;24.96
18;07;25;24.95
18;07;59;24.92
18;08;32;24.91
18;09;06;24.91
18;09;40;24.92
18;10;14;24.88
18;10;49;24.87
18;11;24;24.87
18;11;58;24.86
18;12;33;24.80
18;13;06;24.78
18;13;39;24.75
18;14;13;24.76
18;14;47;24.75
18;15;21;24.75
18;15;55;24.73
18;16;29;24.73
18;17;03;24.73
18;17;37;24.79
18;18;11;24.84
18;18;45;24.86
18;19;19;24.92
18;19;53;24.97
18;20;27;25.02
18;21;00;25.07
18;21;34;25.04
18;22;09;25.02
18;22;43;25.03
18;23;17;25.09
18;23;51;25.14
18;24;25;25.11
18;24;58;25.11
18;25;32;25.11
18;26;06;25.07
