17;42;57;743
17;44;06;743
17;44;40;743
17;45;14;743
17;45;49;743
17;46;57;743
17;47;32;743
17;49;15;743
17;50;24;743
17;51;33;743
17;53;33;743
17;54;07;743
17;54;42;743
17;55;16;743
17;55;50;743
17;56;24;743
17;56;59;743
17;58;04;743
17;59;16;743
18;02;08;743
18;02;42;743
18;03;17;743
18;03;51;743
18;04;25;743
18;05;00;743
18;06;43;743
18;07;52;743
18;08;27;743
18;10;06;743
18;17;02;743
18;17;38;743
18;18;47;743
18;19;21;743
18;21;39;743
18;22;54;743
18;24;04;743
18;25;44;743
18;26;53;743
18;27;28;743
